Morningstar Category,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Global Real Estate,Schwab Global Real Estate Fund<sup>&trade;</sup> (SWASX),GuideStone Funds Global Real Estate Securities Fund Investor Class (GREZX),42.0,31.0,0.0072,0.13,14.52,6.96,1.03,13 years,05/31/2007,287.91,85.0,N,N,0.0123,0.16,14.96,7.44,1.06,12 years,12/29/2006,311.82,153.0,N,N,3.8070994100328495
Global Real Estate,Schwab Fundamental Global Real Estate Index Fund (SFREX),TCW Global Real Estate Fund Class N (TGRYX),67.0,51.0,0.0039,0.06,16.62,6.08,1.09,9 years,10/22/2014,71.55,26.0,N,N,0.01,0.11,16.09,6.8,,11 years,11/28/2014,39.05,71.48,N,Y,3.7933447707014287
Global Real Estate,Schwab Fundamental Global Real Estate Index Fund (SFREX),TCW Global Real Estate Fund Class I (TGREX),67.0,47.0,0.0039,0.06,16.62,6.08,1.09,9 years,10/22/2014,71.55,26.0,N,N,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,3.693717122770352
Global Real Estate,DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),GuideStone Funds Global Real Estate Securities Fund Investor Class (GREZX),38.0,31.0,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,0.0123,0.16,14.96,7.44,1.06,12 years,12/29/2006,311.82,153.0,N,N,3.6406053636732523
Global Real Estate,Easterly Global Real Estate Fund Class C (JACRX),Easterly Global Real Estate Fund Class I (JARIX),100.0,90.0,0.0225,-0.1,16.72,3.39,1.02,16 years,10/26/2009,218.39,186.0,Y,N,0.0105,-0.02,16.77,4.63,1.02,16 years,10/26/2009,218.39,186.0,N,N,3.5522857133118526
Global Real Estate,iShares Developed Real Estate Index Fund Institutional Shares (BIRDX),Schwab Fundamental Global Real Estate Index Fund (SFREX),35.0,67.0,0.0022,0.15,15.71,7.35,1.13,10 years,08/13/2015,265.39,20.0,N,N,0.0039,0.06,16.62,6.08,1.09,9 years,10/22/2014,71.55,26.0,N,N,3.536816093172413
Global Real Estate,BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),34.0,30.0,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,3.521496245471047
Global Real Estate,Northern Multi-Manager Global Real Estate Fund (NMMGX),Janus Henderson Global Real Estate Fund Class T (JERTX),89.0,80.0,0.0093999999999999,-0.02,15.6,4.78,1.15,3 years,11/19/2008,79.12,57.69,N,N,0.0087,0.03,15.5,5.49,1.08,9 years,11/28/2007,322.34,61.0,N,Y,3.4937971899187885
Global Real Estate,Schwab Global Real Estate Fund<sup>&trade;</sup> (SWASX),DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),42.0,38.0,0.0072,0.13,14.52,6.96,1.03,13 years,05/31/2007,287.91,85.0,N,N,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,3.4082516205245055
Global Real Estate,T. Rowe Price Global Real Estate Fund (TRGRX),Janus Henderson Global Real Estate Fund Class I (JERIX),70.0,79.0,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,0.0073,0.04,15.46,5.64,1.07,9 years,11/28/2007,322.34,61.0,N,N,3.3624118042528974
Global Real Estate,iShares Developed Real Estate Index Fund Investor A Shares (BARDX),TCW Global Real Estate Fund Class N (TGRYX),39.0,51.0,0.0049,0.13,15.72,7.05,1.13,10 years,08/13/2015,265.39,20.0,N,Y,0.01,0.11,16.09,6.8,,11 years,11/28/2014,39.05,71.48,N,Y,3.3419933381036033
Global Real Estate,Schwab Global Real Estate Fund<sup>&trade;</sup> (SWASX),DWS RREEF Global Real Estate Securities Fund - Class Inst (RRGIX),42.0,28.0,0.0072,0.13,14.52,6.96,1.03,13 years,05/31/2007,287.91,85.0,N,N,0.0095,0.17,14.84,7.59,1.03,19 years,07/03/2006,160.39,94.0,N,N,3.1910133653296864
Global Real Estate,T. Rowe Price Global Real Estate Fund (TRGRX),Janus Henderson Global Real Estate Fund Class T (JERTX),70.0,80.0,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,0.0087,0.03,15.5,5.49,1.08,9 years,11/28/2007,322.34,61.0,N,Y,3.1626421345818088
Global Real Estate,iShares Developed Real Estate Index Fund Investor A Shares (BARDX),Schwab Fundamental Global Real Estate Index Fund (SFREX),39.0,67.0,0.0049,0.13,15.72,7.05,1.13,10 years,08/13/2015,265.39,20.0,N,Y,0.0039,0.06,16.62,6.08,1.09,9 years,10/22/2014,71.55,26.0,N,N,3.11649739947279
Global Real Estate,PGIM Global Real Estate Fund- Class C (PURCX),PGIM Global Real Estate Fund- Class R2 (PUREX),55.0,27.0,0.0231,0.1,15.33,6.62,0.93,19 years,05/05/1998,938.76,95.0,Y,N,0.013,0.17,15.39,7.62,0.94,19 years,05/05/1998,938.76,95.0,N,N,3.099454397845369
Global Real Estate,iShares Developed Real Estate Index Fund Investor A Shares (BARDX),TCW Global Real Estate Fund Class I (TGREX),39.0,47.0,0.0049,0.13,15.72,7.05,1.13,10 years,08/13/2015,265.39,20.0,N,Y,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,3.0405399558356203
Global Real Estate,Virtus Duff & Phelps Global Real Estate Securities Fund Class C (VGSCX),Virtus Duff & Phelps Global Real Estate Securities Fund Class I (VGISX),54.0,25.0,0.0199,0.11,15.57,6.69,1.09,17 years,03/02/2009,397.74,18.0,Y,N,0.0098999999999999,0.17,15.61,7.76,1.1,17 years,03/02/2009,397.74,18.0,N,N,3.0172084642474126
Global Real Estate,PGIM Select Real Estate Fund- Class C (SRECX),PGIM Select Real Estate Fund- Class Z (SREZX),20.0,7.0,0.0206,0.19,15.1,7.85,0.95,11 years,08/01/2014,214.47,142.0,Y,N,0.0106,0.26,15.15,8.94,0.95,11 years,08/01/2014,214.47,142.0,N,N,3.0159082174985516
Global Real Estate,DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),DWS RREEF Global Real Estate Securities Fund - Class Inst (RRGIX),56.0,28.0,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,0.0095,0.17,14.84,7.59,1.03,19 years,07/03/2006,160.39,94.0,N,N,2.99520940758888
Global Real Estate,American Century Global Real Estate Fund C Class (ARYTX),American Century Global Real Estate Fund Investor Class (ARYVX),28.0,10.0,0.0212,0.17,14.78,7.59,1.07,15 years,04/29/2011,784.45,137.0,Y,N,0.0112,0.24,14.8,8.65,1.07,15 years,04/29/2011,784.45,137.0,N,Y,2.9753479135219836
Global Real Estate,BNY Mellon Developed Markets Real Estate Securities Fund - Class A (DRLAX),Virtus Duff & Phelps Global Real Estate Securities Fund Class I (VGISX),15.0,25.0,0.013,0.2,16.01,8.19,1.11,19 years,12/29/2006,302.23,39.68,Y,Y,0.0098999999999999,0.17,15.61,7.76,1.1,17 years,03/02/2009,397.74,18.0,N,N,2.912298525028889
Global Real Estate,PGIM Global Real Estate Fund- Class C (PURCX),PGIM Global Real Estate Fund- Class A (PURAX),55.0,28.0,0.0231,0.1,15.33,6.62,0.93,19 years,05/05/1998,938.76,95.0,Y,N,0.0137,0.16,15.39,7.55,0.94,19 years,05/05/1998,938.76,95.0,Y,N,2.857161167053878
Global Real Estate,"Cohen & Steers Global Realty Shares, Inc. Class I (CSSPX)","Cohen & Steers Global Realty Shares, Inc. Class C (CSFCX)",35.0,64.0,0.009,0.14,15.74,7.29,1.11,14 years,05/08/1997,2115.76,67.0,N,N,0.0184,0.08,15.73,6.28,1.11,14 years,05/08/1997,2115.76,67.0,Y,N,2.7521067311870784
Global Real Estate,Northern Multi-Manager Global Real Estate Fund (NMMGX),T. Rowe Price Global Real Estate Fund (TRGRX),89.0,70.0,0.0093999999999999,-0.02,15.6,4.78,1.15,3 years,11/19/2008,79.12,57.69,N,N,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,2.635715328972533
Global Real Estate,BNY Mellon Developed Markets Real Estate Securities Fund - Class A (DRLAX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),15.0,30.0,0.013,0.2,16.01,8.19,1.11,19 years,12/29/2006,302.23,39.68,Y,Y,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,2.619183599209911
Global Real Estate,BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),Virtus Duff & Phelps Global Real Estate Securities Fund Class C (VGSCX),34.0,54.0,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,0.0199,0.11,15.57,6.69,1.09,17 years,03/02/2009,397.74,18.0,Y,N,2.592143396558843
Global Real Estate,Invesco Global Real Estate Income Fund Class C (ASRCX),Invesco Global Real Estate Income Fund Class A (ASRAX),91.0,82.0,0.0200999999999999,-0.04,12.82,4.49,0.87,13 years,05/31/2002,400.24,41.0,Y,N,0.0126,0.02,12.81,5.25,0.88,13 years,05/31/2002,397.35,41.0,Y,Y,2.362977311541728
Global Real Estate,Easterly Global Real Estate Fund Class C (JACRX),Easterly Global Real Estate Fund Class A (JAREX),100.0,93.0,0.0225,-0.1,16.72,3.39,1.02,16 years,10/26/2009,218.39,186.0,Y,N,0.015,-0.05,16.8,4.17,1.03,16 years,10/26/2009,218.39,186.0,Y,N,2.359532526553474
Global Real Estate,BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),BNY Mellon Developed Markets Real Estate Securities Fund - Class A (DRLAX),34.0,15.0,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,0.013,0.2,16.01,8.19,1.11,19 years,12/29/2006,302.23,39.68,Y,Y,2.3346610172197293
Global Real Estate,Virtus Duff & Phelps Global Real Estate Securities Fund Class C (VGSCX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),54.0,30.0,0.0199,0.11,15.57,6.69,1.09,17 years,03/02/2009,397.74,18.0,Y,N,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,2.307620814568702
Global Real Estate,Cohen & Steers International Realty Fund Class C (IRFCX),Cohen & Steers International Realty Fund Class A (IRFAX),94.0,91.0,0.02,-0.07,17.49,3.9,1.26,14 years,03/31/2005,274.19,98.0,Y,N,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,1.8707374102015928
Global Real Estate,Principal Global Real Estate Securities Fund Class A (POSAX),Principal Global Real Estate Securities Fund Institutional Class (POSIX),75.0,63.0,0.0135,0.05,15.5,5.85,0.99,18 years,10/01/2007,1588.81,27.5,Y,Y,0.0095,0.08,15.42,6.29,0.98,18 years,10/01/2007,1588.81,27.5,N,N,1.370356994780424
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Perkins Discovery Fund (PDFDX),53.0,15.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,27.1214886740438
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Franklin Biotechnology Discovery Fund Class C (FBTDX),53.0,1.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0177,0.84,20.66,22.4,0.82,28 years,09/15/1997,1023.98,21.87,Y,N,23.73708034352076
Health,Fidelity Select Health Care Services Portfolio (FSHCX),Perkins Discovery Fund (PDFDX),98.0,15.0,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,22.951364739809918
Health,Vanguard Health Care Fund Investor Shares (VGHCX),AlphaCentric Life Sciences and Healthcare Fund Class C (LYFCX),53.0,31.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0246,0.23,21.49,10.0,0.95,1 year,11/29/2019,37.02,164.0,N,N,22.679832256792608
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Franklin Biotechnology Discovery Fund Class A (FBDIX),53.0,1.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,22.678031963180885
Health,Vanguard Health Care Fund Investor Shares (VGHCX),AlphaCentric Life Sciences and Healthcare Fund Class A (LYFAX),53.0,29.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0171,0.27,21.5,10.81,0.95,1 year,11/29/2019,37.02,164.0,Y,N,21.594912401021503
Health,Vanguard Health Care Fund Investor Shares (VGHCX),AlphaCentric Life Sciences and Healthcare Fund Class I (LYFIX),53.0,27.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0146,0.28,21.51,11.08,0.95,1 year,11/29/2019,37.02,164.0,N,N,21.221854643221093
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Alger Health Sciences Fund Class C (AHSCX),53.0,90.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,21.203853536871474
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Eventide Healthcare & Life Sciences Fund CLASS C SHARES (ETCHX),53.0,12.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0231,0.41,24.27,14.9,,13 years,12/27/2012,1688.38,41.0,Y,N,20.8821390045642
Health,Rydex Health Care Fund Class C (RYHCX),Vanguard Health Care Fund Investor Shares (VGHCX),73.0,53.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,20.11089232892624
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Rydex Biotechnology Fund Class C (RYCFX),53.0,31.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0237999999999999,0.31,16.47,10.13,0.82,28 years,04/01/1998,109.0,79.0,Y,N,19.873029885681973
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Eventide Healthcare & Life Sciences Fund Class A Shares (ETAHX),53.0,11.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0156,0.44,24.28,15.79,,13 years,12/27/2012,1688.38,41.0,Y,N,19.773887773662718
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Eventide Healthcare & Life Sciences Fund CLASS N SHARES (ETNHX),53.0,11.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0151,0.44,24.28,15.83,,13 years,12/27/2012,1688.38,41.0,N,Y,19.68780029049241
Health,Fidelity Select Health Care Services Portfolio (FSHCX),Franklin Biotechnology Discovery Fund Class C (FBTDX),98.0,1.0,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,0.0177,0.84,20.66,22.4,0.82,28 years,09/15/1997,1023.98,21.87,Y,N,19.625732413892454
Health,Alger Health Sciences Fund Class Z (AHSZX),Perkins Discovery Fund (PDFDX),86.0,15.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,19.504200937874003
Health,Alger Health Sciences Fund Class A (AHSAX),Vanguard Health Care Fund Investor Shares (VGHCX),88.0,53.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,19.492260083664483
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Eventide Healthcare & Life Sciences Fund CLASS I SHARES (ETIHX),53.0,11.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0131,0.45,24.3,16.07,,13 years,12/27/2012,1688.38,41.0,N,N,19.405766179920487
Health,Alger Health Sciences Fund Class A (AHSAX),Perkins Discovery Fund (PDFDX),88.0,15.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,18.900219702956583
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Rydex Biotechnology Fund Class A (RYBOX),53.0,28.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0163999999999999,0.36,16.49,10.96,0.82,28 years,04/01/1998,109.0,79.0,Y,N,18.853973548937294
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Rydex Biotechnology Fund Class H (RYOAX),53.0,28.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0163999999999999,0.36,16.47,10.96,0.82,28 years,04/01/1998,109.0,79.0,N,N,18.848260094944155
Health,Fidelity Select Health Care Services Portfolio (FSHCX),Franklin Biotechnology Discovery Fund Class A (FBDIX),98.0,1.0,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,18.56640215203873
Health,Alger Health Sciences Fund Class Z (AHSZX),Vanguard Health Care Fund Investor Shares (VGHCX),86.0,53.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,18.55373864907857
Health,T. Rowe Price Health Sciences Fund (PRHSX),Perkins Discovery Fund (PDFDX),49.0,15.0,0.008,0.16,14.52,7.3,0.65,10 years,12/29/1995,12592.91,52.4,N,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,18.541304811926757
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Rydex Biotechnology Fund Class Investor (RYOIX),53.0,25.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,18.515169208767034
Health,Rydex Health Care Fund Class A (RYHEX),Vanguard Health Care Fund Investor Shares (VGHCX),58.0,53.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,18.31169758341291
Health,Rydex Health Care Fund Class H (RYHAX),Vanguard Health Care Fund Investor Shares (VGHCX),58.0,53.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,18.309618146351298
Health,Schwab Health Care Fund<sup>&trade;</sup> (SWHFX),Perkins Discovery Fund (PDFDX),76.0,15.0,0.0079,0.02,13.18,5.31,0.5,13 years,07/03/2000,669.25,64.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,18.309141125824205
Health,Alger Health Sciences Fund Class C (AHSCX),Perkins Discovery Fund (PDFDX),90.0,15.0,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.904369399347317
Health,Fidelity Select Health Care Portfolio (FSPHX),Perkins Discovery Fund (PDFDX),44.0,15.0,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.864190342196142
Health,Putnam Global Health Care Fund Class A (PHSTX),Perkins Discovery Fund (PDFDX),37.0,15.0,0.0105,0.24,13.54,8.34,0.52,9 years,05/28/1982,1547.9,36.0,Y,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.740913172699404
Health,Rydex Health Care Fund Class Investor (RYHIX),Vanguard Health Care Fund Investor Shares (VGHCX),52.0,53.0,0.0139,0.13,13.61,6.82,0.75,28 years,04/17/1998,17.9,236.0,N,Y,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,17.722307815973593
Health,Rydex Health Care Fund Class C (RYHCX),Fidelity Select Health Care Services Portfolio (FSHCX),73.0,98.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,17.634181065065555
Health,Eaton Vance Worldwide Health Sciences Fund Class I (EIHSX),Perkins Discovery Fund (PDFDX),53.0,15.0,0.0093,0.13,13.03,6.72,0.67,10 years,07/26/1985,862.7,30.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.447379844970246
Health,Franklin Biotechnology Discovery Fund Class A (FBDIX),Alger Health Sciences Fund Class C (AHSCX),1.0,90.0,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,17.25705638884691
Health,Invesco Health Care Fund Class A (GGHCX),Perkins Discovery Fund (PDFDX),47.0,15.0,0.0105,0.17,13.62,7.36,0.7,5 years,08/07/1989,1255.13,56.0,Y,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.203623065335396
Health,AlphaCentric Life Sciences and Healthcare Fund Class C (LYFCX),Fidelity Select Health Care Services Portfolio (FSHCX),31.0,98.0,0.0246,0.23,21.49,10.0,0.95,1 year,11/29/2019,37.02,164.0,N,N,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,17.120285198888954
Health,Eaton Vance Worldwide Health Sciences Fund Class A (ETHSX),Perkins Discovery Fund (PDFDX),60.0,15.0,0.0118,0.11,13.03,6.46,0.67,10 years,07/26/1985,862.7,30.0,Y,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,17.109352794734928
Health,Baron Health Care Fund Institutional Shares (BHCHX),Perkins Discovery Fund (PDFDX),70.0,15.0,0.0085,0.07,14.52,6.03,1.0,8 years,04/30/2018,144.04,49.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.976353954259487
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Nomura Healthcare Fund Class C (DLHCX),53.0,29.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0196,0.41,13.34,10.51,0.5,18 years,09/28/2007,693.63,5.0,Y,N,16.884599945305798
Health,Vanguard Health Care Fund Investor Shares (VGHCX),Fidelity Select Biotechnology Portfolio (FBIOX),53.0,6.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0063,0.62,19.51,17.22,0.89,20 years,12/16/1985,5225.16,45.0,N,Y,16.87086688868737
Health,Rydex Biotechnology Fund Class C (RYCFX),Fidelity Select Health Care Services Portfolio (FSHCX),31.0,98.0,0.0237999999999999,0.31,16.47,10.13,0.82,28 years,04/01/1998,109.0,79.0,Y,N,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,16.82178701220155
Health,Putnam Global Health Care Fund Class C (PCHSX),Perkins Discovery Fund (PDFDX),46.0,15.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.735149770239897
Health,The Hartford Healthcare Fund Class I (HGHIX),Perkins Discovery Fund (PDFDX),60.0,15.0,0.0102,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.72487892444822
Health,The Hartford Healthcare Fund Class Y (HGHYX),Perkins Discovery Fund (PDFDX),60.0,15.0,0.0103,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.70599787816487
Health,Vanguard Health Care Fund Investor Shares (VGHCX),PGIM Jennison Health Sciences Fund- Class C (PHLCX),53.0,18.0,0.0037,0.13,13.53,6.77,0.54,3 years,05/23/1984,39597.88,29.0,N,N,0.0196,0.49,14.81,12.34,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,16.67382511495653
Health,AlphaCentric Life Sciences and Healthcare Fund Class C (LYFCX),Franklin Biotechnology Discovery Fund Class A (FBDIX),31.0,1.0,0.0246,0.23,21.49,10.0,0.95,1 year,11/29/2019,37.02,164.0,N,N,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,16.65950816095877
Health,Baron Health Care Fund Retail Shares (BHCFX),Perkins Discovery Fund (PDFDX),73.0,15.0,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.64248577814739
Health,Rydex Health Care Fund Class H (RYHAX),Fidelity Select Health Care Services Portfolio (FSHCX),58.0,98.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,16.64106039770456
Health,Rydex Health Care Fund Class A (RYHEX),Fidelity Select Health Care Services Portfolio (FSHCX),58.0,98.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0067,-0.4,20.06,-2.93,0.38,1 year,06/30/1986,865.51,61.0,N,Y,16.638980960642947
Health,Alger Health Sciences Fund Class Z (AHSZX),Franklin Biotechnology Discovery Fund Class C (FBTDX),86.0,1.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0177,0.84,20.66,22.4,0.82,28 years,09/15/1997,1023.98,21.87,Y,N,16.59318371509586
Health,Fidelity Select Pharmaceuticals Portfolio (FPHAX),Perkins Discovery Fund (PDFDX),8.0,15.0,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,0.025,0.31,26.06,13.23,1.6,28 years,04/09/1998,6.87,10.08,N,N,16.57064724745794
Health,Franklin Biotechnology Discovery Fund Class A (FBDIX),Virtus KAR Health Sciences Fund Class C (RCGHX),1.0,90.0,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,0.0216,-0.23,14.73,1.63,,3 years,02/05/2002,103.63,8.0,Y,N,16.48841758490304
